频道名称,分类,状态,响应时间,URL
周星星,电影综合,offline,N/A,https://www.goodiptv.club/huya/11342412
周星星,电影综合,offline,N/A,http://iptv.jxpan.vip:18888/aio/huya/11342412
周星星,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11342412
周星星,电影综合,offline,N/A,http://dns.yiandrive.com:13571/huya/11342412
周星星,电影综合,offline,N/A,http://11.xmyxc.cn/api/php/yy.php?id=29945997
洪金宝,电影综合,online,1.94s,https://isus.cc/php/huya.php?id=11279251
洪金宝,电影综合,online,1.94s,http://cfss.cc/cdn/hy/11279251.m3u8
洪金宝,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11279251
洪金宝,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11279251
洪金宝,电影综合,offline,N/A,http://11.xmyxc.cn/api/php/yy.php?id=1354924839
梁家辉,电影综合,offline,N/A,http://dns.yiandrive.com:13571/huya/11342429
梁家辉,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11342429
梁家辉,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11342429
许冠英,电影综合,offline,N/A,https://www.goodiptv.club/huya/11601972
许冠英,电影综合,offline,N/A,http://www.douzhicloud.site:35455/huya/11601972
许冠英,电影综合,offline,N/A,http://epg.112114.xyz/huya/11601972
许冠英,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11601972
许冠英,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11601972
刘德华,电影综合,offline,N/A,https://epg.112114.xyz/huya/11342424
刘德华,电影综合,offline,N/A,http://al.flv.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.flv?wsSecret=a881c0a0a9a25574ccf1e0243ae557fd&wsTime=62f3b3aa&u=0&seqid=16600520102554650&ctype=tars_mp&txyp=o%3Az16%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_%2A-265_%2A&t=102
刘德华,电影综合,offline,N/A,http://epg.112114.xyz/douyu/2516864
刘德华,电影综合,offline,N/A,http://dns.yiandrive.com:13571/huya/11342424
刘德华,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11342424
刘德华,电影综合,online,1.51s,https://isus.cc/php/huya.php?id=11342424
刘德华,电影综合,offline,N/A,https://live.iill.top/huya/11342424
刘德华,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11342424
刘德华,电影综合,offline,N/A,http://11.xmyxc.cn/api/php/yy.php?id=1382745111
刘德华,电影综合,online,0.98s,http://cfss.cc/cdn/hy/11342424.m3u8
斯坦森,电影综合,online,1.56s,https://isus.cc/php/huya.php?id=21059588
星爷,电影综合,offline,N/A,http://1.94.31.214:35455/huya/11342412
英叔,电影综合,offline,N/A,http://1.94.31.214:35455/huya/11342421
发哥,电影综合,offline,N/A,http://1.94.31.214:35455/huya/11342387
成龙,电影综合,offline,N/A,https://epg.112114.xyz/huya/11342386
成龙,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11342386
成龙,电影综合,online,1.89s,http://cfss.cc/cdn/hy/11342386.m3u8
成龙,电影综合,online,1.48s,https://isus.cc/php/huya.php?id=11342386
成龙,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11342386
成龙,电影综合,offline,N/A,http://1.94.31.214:35455/huya/11342386
王晶,电影综合,offline,N/A,http://111.67.193.2:35455/huya/11602058
王晶,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11602058
王晶,电影综合,online,1.64s,http://cfss.cc/cdn/hy/11602058.m3u8
王晶,电影综合,online,1.63s,https://isus.cc/php/huya.php?id=11602058
