频道名称,分类,状态,响应时间,URL
CCTV8,央视频道,online,0.28s,http://221.2.148.205:8154/tsfile/live/0008_1.m3u8
CCTV8,央视频道,online,0.29s,http://110.7.131.146:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,央视频道,online,0.27s,http://221.2.148.205:8154/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,央视频道,online,0.27s,http://123.138.22.30:9901/tsfile/live/0008_1.m3u8
CCTV8,央视频道,online,0.29s,http://110.7.131.193:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,央视频道,online,0.29s,http://123.138.22.30:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,央视频道,online,0.23s,http://116.9.204.242:9901/tsfile/live/0009_1.m3u8
CCTV9,央视频道,online,0.25s,http://61.156.228.12:8154/tsfile/live/0009_1.m3u8
CCTV9,央视频道,online,0.52s,http://123.138.22.30:9901/tsfile/live/0009_1.m3u8
CCTV9,央视频道,online,0.54s,http://124.93.18.237:9002//hls/9/index.m3u8
CCTV9,央视频道,online,0.27s,http://110.7.131.4:9901/tsfile/live/0008_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,央视频道,online,0.53s,http://110.7.131.193:9901/tsfile/live/0008_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,央视频道,online,0.26s,http://60.214.104.110:352/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,央视频道,online,0.29s,http://110.7.131.40:9901/tsfile/live/0008_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,央视频道,online,0.84s,http://221.2.148.205:8154/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,央视频道,online,0.30s,http://110.7.131.79:9901/tsfile/live/0008_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,央视频道,online,0.27s,http://110.7.131.231:9901/tsfile/live/0008_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,央视频道,online,0.27s,http://110.7.131.146:9901/tsfile/live/0008_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,央视频道,online,0.25s,http://61.156.228.12:8154/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.24s,http://116.9.204.242:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.23s,http://116.9.204.242:9901/tsfile/live/0010_1.m3u8
CCTV10,央视频道,online,0.63s,http://123.138.22.30:9901/tsfile/live/0010_1.m3u8
CCTV10,央视频道,online,0.27s,http://61.156.228.12:8154/tsfile/live/0010_1.m3u8
CCTV10,央视频道,online,0.53s,http://124.93.18.237:9002//hls/10/index.m3u8
CCTV10,央视频道,online,0.26s,http://60.214.104.110:352/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.26s,http://110.7.131.79:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.26s,http://110.7.131.40:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.39s,http://123.138.22.30:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.29s,http://110.7.131.193:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.27s,http://221.2.148.205:8154/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.27s,http://110.7.131.4:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.27s,http://110.7.131.231:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.29s,http://110.7.131.146:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.25s,http://61.156.228.12:8154/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.23s,http://116.9.204.242:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.23s,http://116.9.204.242:9901/tsfile/live/0011_1.m3u8
CCTV11,央视频道,online,0.26s,http://123.138.22.30:9901/tsfile/live/0011_1.m3u8
CCTV11,央视频道,online,0.53s,http://124.93.18.237:9002//hls/11/index.m3u8
CCTV11,央视频道,online,0.29s,http://110.7.131.40:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.28s,http://221.2.148.205:8154/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.27s,http://110.7.131.193:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.27s,http://110.7.131.4:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.30s,http://110.7.131.79:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.27s,http://110.7.131.231:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.27s,http://110.7.131.146:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.31s,http://123.138.22.30:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.25s,http://61.156.228.12:8154/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.27s,http://61.156.228.12:8154/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.23s,http://116.9.204.242:9901/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.30s,http://123.138.22.30:9901/tsfile/live/0012_1.m3u8
CCTV12,央视频道,offline,0.81s,http://124.93.18.237:9002//hls/12/index.m3u8
CCTV12,央视频道,online,0.29s,http://110.7.131.146:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.26s,http://110.7.131.79:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.29s,http://110.7.131.193:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.27s,http://110.7.131.231:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.26s,http://110.7.131.40:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.27s,http://221.2.148.205:8154/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.27s,http://110.7.131.4:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.26s,http://123.138.22.30:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.25s,http://61.156.228.12:8154/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,央视频道,online,0.23s,http://116.9.204.242:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,央视频道,online,0.24s,http://116.9.204.242:9901/tsfile/live/0013_1.m3u8
CCTV13,央视频道,online,0.25s,http://61.156.228.12:8154/tsfile/live/0013_1.m3u8
CCTV13,央视频道,online,0.53s,http://124.93.18.237:9002//hls/13/index.m3u8
CCTV13,央视频道,online,0.27s,http://110.7.131.193:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,央视频道,online,0.29s,http://110.7.131.40:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,央视频道,online,0.30s,http://110.7.131.79:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,央视频道,online,0.27s,http://110.7.131.4:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,央视频道,online,0.27s,http://110.7.131.231:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,央视频道,online,0.27s,http://110.7.131.146:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,央视频道,online,0.27s,http://221.2.148.205:8154/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,央视频道,online,0.32s,http://123.138.22.30:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,央视频道,online,0.30s,http://123.138.22.30:9901/tsfile/live/0013_1.m3u8
CCTV13,央视频道,online,0.27s,http://61.156.228.12:8154/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,央视频道,online,0.23s,http://116.9.204.242:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,央视频道,online,0.23s,http://116.9.204.242:9901/tsfile/live/0014_1.m3u8
CCTV14,央视频道,online,0.26s,http://123.138.22.30:9901/tsfile/live/0014_1.m3u8
CCTV14,央视频道,online,1.24s,http://61.156.228.12:8154/tsfile/live/0014_1.m3u8
CCTV14,央视频道,online,0.53s,http://124.93.18.237:9002//hls/14/index.m3u8
CCTV14,央视频道,online,0.27s,http://221.2.148.205:8154/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,央视频道,online,0.29s,http://110.7.131.193:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,央视频道,online,0.27s,http://110.7.131.4:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,央视频道,online,0.26s,http://110.7.131.40:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,央视频道,online,0.29s,http://110.7.131.146:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,央视频道,online,0.26s,http://110.7.131.79:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,央视频道,online,0.27s,http://110.7.131.231:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,央视频道,online,0.35s,http://123.138.22.30:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,央视频道,online,0.25s,http://61.156.228.12:8154/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,央视频道,online,0.24s,http://116.9.204.242:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,央视频道,online,0.23s,http://116.9.204.242:9901/tsfile/live/0015_1.m3u8
CCTV15,央视频道,online,0.35s,http://123.138.22.30:9901/tsfile/live/0015_1.m3u8
CCTV15,央视频道,online,0.27s,http://61.156.228.12:8154/tsfile/live/0015_1.m3u8
CCTV15,央视频道,online,0.54s,http://124.93.18.237:9002//hls/15/index.m3u8
CCTV15,央视频道,online,0.27s,http://221.2.148.205:8154/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,央视频道,online,0.27s,http://110.7.131.146:9901/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,央视频道,online,0.30s,http://110.7.131.79:9901/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,央视频道,online,0.29s,http://110.7.131.40:9901/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,央视频道,online,0.27s,http://110.7.131.193:9901/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,央视频道,online,0.27s,http://110.7.131.231:9901/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,央视频道,online,0.26s,http://123.138.22.30:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,央视频道,online,0.27s,http://110.7.131.4:9901/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,央视频道,online,0.69s,http://nas.suntao.online:35455/gaoma/cctv16.m3u8#http://124.93.18.237:9002//hls/16/index.m3u8#http://171.117.246.172:9003//hls/17/index.m3u8#http://61.134.255.246:9003//hls/17/index.m3u8#http://183.184.228.183:9003//hls/17/index.m3u8#http://800686.xyz:35455/gaoma/cctv16.m3u8#http://home.kuaidi521.com:35455/gaoma/cctv16.m3u8#http://huashetou.fun:35455/gaoma/cctv16.m3u8
CCTV16,央视频道,online,0.53s,http://124.93.18.237:9002//hls/16/index.m3u8
CCTV17,央视频道,online,0.25s,http://61.156.228.12:8154/tsfile/live/0019_1.m3u8
CCTV17,央视频道,offline,0.85s,http://124.93.18.237:9002//hls/17/index.m3u8
CCTV17,央视频道,online,0.26s,http://60.214.104.110:352/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,央视频道,online,0.28s,http://61.156.228.12:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,央视频道,online,0.27s,http://221.2.148.205:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,央视频道,online,0.41s,http://123.138.22.30:9901/tsfile/live/0017_1.m3u8
CCTV17,央视频道,online,0.39s,http://123.138.22.30:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,央视频道,online,0.44s,http://14.212.185.146:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,央视频道,online,0.25s,http://61.156.228.12:8154/tsfile/live/0016_1.m3u8
CCTV5+,央视频道,online,0.57s,http://124.93.18.237:9002//hls/18/index.m3u8
CCTV5+,央视频道,online,0.26s,http://60.214.104.110:352/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,央视频道,online,0.25s,http://61.156.228.12:8154/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,央视频道,online,0.27s,http://221.2.148.205:8154/tsfile/live/0016_1.m3u8
CCTV5+,央视频道,online,0.27s,http://221.2.148.205:8154/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTVNEWS,央视频道,online,0.26s,http://123.138.22.30:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTVNEWS,央视频道,online,0.29s,http://123.138.22.30:9901/tsfile/live/0016_1.m3u8
CCTV1,央视频道,online,1.07s,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,央视频道,online,0.83s,http://61.136.67.238:50085/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
