频道名称,分类,状态,响应时间,URL
电影_英叔,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11342421
电影_黄渤,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11352876
电影_周星星,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11336587
电影_成龙,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11342386
电影_洪金宝,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11279251
电影_星爷,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11342412
电影_强森,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/21059581
电影_沈腾,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11601968
电影_李连杰,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11342390
电影_梁家辉,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11342429
电影_刘德华,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11342424
iHOT爱院线,电影综合,offline,N/A,http://yc.myds.me:35455/itv/6000000006000030630.m3u8?cdn=wasusyt
iHOT爱科幻,电影综合,offline,N/A,http://yc.myds.me:35455/itv/6000000006000020630.m3u8?cdn=wasusyt
iHOT爱悬疑,电影综合,offline,N/A,http://yc.myds.me:35455/itv/6000000006000050630.m3u8?cdn=wasusyt
iHOT爱奇谈,电影综合,offline,N/A,http://yc.myds.me:35455/itv/6000000006000270630.m3u8?cdn=wasusyt
电影_怪兽,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/21059577
电影_喜乐影院,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/21059580
电影_喜剧专场,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11602044
电影_玄幻,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11342414
电影_古墓系列,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11352913
电影_功夫片,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11352941
电影_犯罪片,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11352974
电影_不挤影院,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11352897
电影_黑帮片,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11336719
电影_丧尸片,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/21059578
电影_动作电影,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11602077
电影_战争片,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/21059574
电影_搞笑喜剧,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11342423
电影_搞笑恐怖,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11601960
电影_经典女神,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11352909
电影_谍战,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/21059585
电影_谍战片,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/21059587
电影_贺岁,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11601971
电影_贺岁片,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11601986
成龙电影,电影综合,online,0.76s,http://home.kuaidi521.com:35455/douyu/3379942
电影_发哥,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11342387
电影_王晶,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11602058
电影_许冠英,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11601972
电影_斯坦森,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/21059588
电影_灾难片,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11602075
电影_古装片,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11336590
电影_高分动作,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/11352884
电影_怪兽系列,电影综合,offline,N/A,http://home.kuaidi521.com:35455/huya/21059554
周星星,电影综合,offline,N/A,https://www.goodiptv.club/huya/11342412
周星星,电影综合,offline,N/A,http://120.24.172.11:50001/huya/11336587
周星星,电影综合,offline,N/A,http://1.94.31.214:35450/huya/11336587
周星星,电影综合,offline,N/A,http://iptv.jxpan.vip:18888/aio/huya/11342412
周星星,电影综合,offline,N/A,http://11.xmyxc.cn/api/php/yy.php?id=29945997
洪金宝,电影综合,offline,2.67s,http://cfss.cc/cdn/hy/11279251.m3u8
洪金宝,电影综合,offline,N/A,http://120.24.172.11:50001/huya/11279251
洪金宝,电影综合,offline,N/A,http://1.94.31.214:35450/huya/11279251
洪金宝,电影综合,offline,N/A,http://58.39.190.143:35455/huya/11279251
洪金宝,电影综合,offline,N/A,https://live.metshop.top/huya/11279251
洪金宝,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11279251
洪金宝,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11279251
洪金宝,电影综合,offline,N/A,http://11.xmyxc.cn/api/php/yy.php?id=1354924839
梁家辉,电影综合,offline,N/A,http://120.24.172.11:50001/huya/11342429
梁家辉,电影综合,offline,N/A,http://1.94.31.214:35450/huya/11342429?cdn=txcdn
梁家辉,电影综合,offline,N/A,http://58.39.190.143:35455/huya/11342429
梁家辉,电影综合,offline,N/A,https://live.metshop.top/huya/11342429
梁家辉,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11342429
梁家辉,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11342429
许冠英,电影综合,offline,N/A,https://www.goodiptv.club/huya/11601972
许冠英,电影综合,offline,N/A,http://www.douzhicloud.site:35455/huya/11601972
许冠英,电影综合,offline,N/A,http://epg.112114.xyz/huya/11601972
许冠英,电影综合,offline,N/A,http://120.24.172.11:50001/huya/11601972
许冠英,电影综合,offline,N/A,http://1.94.31.214:35450/huya/11601972?cdn=txcdn
许冠英,电影综合,offline,N/A,http://58.39.190.143:35455/huya/11601972
许冠英,电影综合,offline,N/A,https://live.metshop.top/huya/11601972
许冠英,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11601972
许冠英,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11601972
刘德华,电影综合,offline,N/A,https://epg.112114.xyz/huya/11342424
刘德华,电影综合,offline,N/A,http://al.flv.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.flv?wsSecret=a881c0a0a9a25574ccf1e0243ae557fd&wsTime=62f3b3aa&u=0&seqid=16600520102554650&ctype=tars_mp&txyp=o%3Az16%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_%2A-265_%2A&t=102
刘德华,电影综合,offline,N/A,http://epg.112114.xyz/douyu/2516864
刘德华,电影综合,online,2.89s,http://cfss.cc/cdn/hy/11342424.m3u8
刘德华,电影综合,offline,N/A,http://120.24.172.11:50001/huya/11342424
刘德华,电影综合,offline,N/A,http://1.94.31.214:35450/huya/11342424?cdn=txcdn
刘德华,电影综合,offline,N/A,http://58.39.190.143:35455/huya/11342424
刘德华,电影综合,offline,N/A,https://live.metshop.top/huya/11342424
刘德华,电影综合,offline,N/A,https://live.iill.top/huya/11342424
刘德华,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11342424
刘德华,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11342424
刘德华,电影综合,offline,N/A,http://11.xmyxc.cn/api/php/yy.php?id=1382745111
斯坦森,电影综合,offline,N/A,http://120.24.172.11:50001/huya/21059588
斯坦森,电影综合,offline,N/A,http://1.94.31.214:35450/huya/21059588
斯坦森,电影综合,offline,N/A,https://live.metshop.top/huya/21059588
星爷,电影综合,offline,N/A,http://mtw.so/6oKdhX
星爷,电影综合,offline,N/A,http://1.94.31.214:35455/huya/11342412
英叔,电影综合,offline,N/A,http://1.94.31.214:35455/huya/11342421
发哥,电影综合,offline,N/A,http://1.94.31.214:35455/huya/11342387
成龙,电影综合,online,1.29s,https://p6-dy.byteimg.com/origin/pgc-image/bebfddceee5c40f495882785675174cf
成龙,电影综合,offline,N/A,https://epg.112114.xyz/huya/11342386
成龙,电影综合,offline,N/A,http://zby.xjqxz.top/cldy/live.m3u8
成龙,电影综合,offline,N/A,http://120.24.172.11:50001/huya/11342386
成龙,电影综合,offline,N/A,http://1.94.31.214:35450/huya/11342386?cdn=txcdn
成龙,电影综合,offline,N/A,http://58.39.190.143:35455/huya/11342386
成龙,电影综合,online,2.08s,http://cfss.cc/cdn/hy/11342386.m3u8
成龙,电影综合,offline,N/A,https://live.metshop.top/huya/11342386
成龙,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11342386
成龙,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11342386
成龙,电影综合,offline,N/A,http://1.94.31.214:35455/huya/11342386
王晶,电影综合,offline,N/A,http://111.67.193.2:35455/huya/11602058
王晶,电影综合,offline,N/A,http://cdn.jdshipin.com:8880/huya.php?id=11602058
王晶,电影综合,offline,N/A,http://120.24.172.11:50001/huya/11602058
王晶,电影综合,offline,N/A,http://1.94.31.214:35450/huya/11602058?cdn=txcdn
