频道名称,分类,状态,响应时间,URL
周星星,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11342412
周星星,电影综合,offline,N/A,http://iptv.jxpan.vip:18888/aio/huya/11342412
周星星,电影综合,offline,N/A,http://11.xmyxc.cn/api/php/yy.php?id=29945997
洪金宝,电影综合,online,2.86s,http://cfss.cc/cdn/hy/11279251.m3u8
洪金宝,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11279251
洪金宝,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11279251
洪金宝,电影综合,offline,N/A,http://11.xmyxc.cn/api/php/yy.php?id=1354924839
梁家辉,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11342429
梁家辉,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11342429
许冠英,电影综合,offline,N/A,https://www.goodiptv.club/huya/11601972
许冠英,电影综合,offline,N/A,http://www.douzhicloud.site:35455/huya/11601972
许冠英,电影综合,offline,N/A,http://epg.112114.xyz/huya/11601972
许冠英,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11601972
许冠英,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11601972
刘德华,电影综合,offline,N/A,https://epg.112114.xyz/huya/11342424
刘德华,电影综合,offline,N/A,http://al.flv.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.flv?wsSecret=a881c0a0a9a25574ccf1e0243ae557fd&wsTime=62f3b3aa&u=0&seqid=16600520102554650&ctype=tars_mp&txyp=o%3Az16%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_%2A-265_%2A&t=102
刘德华,电影综合,offline,N/A,http://epg.112114.xyz/douyu/2516864
刘德华,电影综合,online,1.71s,http://cfss.cc/cdn/hy/11342424.m3u8
刘德华,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11342424
刘德华,电影综合,offline,N/A,https://live.iill.top/huya/11342424
刘德华,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11342424
刘德华,电影综合,offline,N/A,http://11.xmyxc.cn/api/php/yy.php?id=1382745111
星爷,电影综合,offline,N/A,http://1.94.31.214:35455/huya/11342412
英叔,电影综合,offline,N/A,http://1.94.31.214:35455/huya/11342421
发哥,电影综合,offline,N/A,http://1.94.31.214:35455/huya/11342387
成龙,电影综合,offline,N/A,https://epg.112114.xyz/huya/11342386
成龙,电影综合,offline,4.50s,http://cfss.cc/cdn/hy/11342386.m3u8
成龙,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11342386
成龙,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11342386
成龙,电影综合,offline,N/A,http://1.94.31.214:35455/huya/11342386
王晶,电影综合,offline,N/A,http://111.67.193.2:35455/huya/11602058
王晶,电影综合,offline,4.86s,http://cfss.cc/cdn/hy/11602058.m3u8
王晶,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11602058
王晶,电影综合,offline,N/A,http://1.94.31.214:35455/huya/11602058
沈腾,电影综合,offline,N/A,https://epg.112114.xyz/huya/11601968
沈腾,电影综合,offline,4.79s,http://cfss.cc/cdn/hy/11601968.m3u8
沈腾,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11601968
沈腾,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11601968
沈腾,电影综合,offline,N/A,http://1.94.31.214:35455/huya/11601968
黄渤,电影综合,offline,N/A,https://epg.112114.xyz/huya/11352876
黄渤,电影综合,offline,3.45s,http://cfss.cc/cdn/hy/11352876.m3u8
黄渤,电影综合,offline,N/A,http://1.94.31.214:35455/huya/11352876
林正英,电影综合,offline,N/A,http://diyp.zxxoo.work/douyu/6906628
林正英,电影综合,offline,N/A,https://epg.112114.xyz/huya/11342421
林正英,电影综合,offline,N/A,https://epg.112114.xyz/huya/18441722
林正英,电影综合,offline,N/A,https://epg.112114.xyz/huya/21388479
林正英,电影综合,offline,N/A,http://al.flv.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.flv?wsSecret=34703f099ef2c4cf7408aa5aabf37815&wsTime=62f37b20&u=0&seqid=16600375360726170&ctype=tars_mp&txyp=o%3Awx91%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_%2A-265_%2A&exsphd=264_500%2C264_2000%2C&t=102
林正英,电影综合,offline,N/A,http://epg.112114.xyz/douyu/2935323
林正英,电影综合,offline,N/A,http://epg.112114.xyz/douyu/218859
林正英,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11342421
林正英,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11342421
强森,电影综合,offline,N/A,http://1.94.31.214:35455/huya/21059581
巨石强森,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=21059581
巨石强森,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/21059581
杰森斯坦森,电影综合,offline,2.58s,http://cfss.cc/cdn/hy/21059588.m3u8
杰森斯坦森,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=21059588
杰森斯坦森,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/21059588
甄子丹,电影综合,offline,N/A,http://iptv.jxpan.vip:18888/aio/huya/11352935
甄子丹,电影综合,offline,N/A,https://www.goodiptv.club/huya/11352935
甄子丹,电影综合,offline,N/A,http://www.douzhicloud.site:35455/huya/11352935
甄子丹,电影综合,offline,N/A,https://epg.112114.xyz/huya/11352935
甄子丹,电影综合,online,1.75s,http://cfss.cc/cdn/hy/11352935.m3u8
甄子丹,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11352935
甄子丹,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11352935
冯小刚,电影综合,offline,N/A,https://www.goodiptv.club/huya/11352906
冯小刚,电影综合,offline,N/A,http://www.douzhicloud.site:35455/huya/11352906
电影_英叔,电影综合,offline,N/A,http://cfss.cc/cdn/hy/11342421.flv
电影_英叔,电影综合,offline,N/A,https://www.goodiptv.club/huya/11342421
电影_英叔,电影综合,offline,N/A,http://www.douzhicloud.site:35455/huya/11342421
电影_英叔,电影综合,offline,N/A,http://124.248.69.76:35455/huya/11342421
电影_黄渤,电影综合,offline,N/A,http://cfss.cc/cdn/hy/11352876.flv
电影_黄渤,电影综合,offline,N/A,http://111.67.193.2:35455/huya/11352876
电影_黄渤,电影综合,offline,N/A,https://www.goodiptv.club/huya/11352876
电影_黄渤,电影综合,offline,N/A,http://www.douzhicloud.site:35455/huya/11352876
电影_黄渤,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11352876
电影_黄渤,电影综合,offline,N/A,http://124.248.69.76:35455/huya/11352876
电影_周星星,电影综合,offline,N/A,http://cfss.cc/cdn/hy/11336587.flv
电影_周星星,电影综合,offline,N/A,https://www.goodiptv.club/huya/11336587
电影_周星星,电影综合,offline,N/A,http://www.douzhicloud.site:35455/huya/11336587
电影_周星星,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11336587
电影_周星星,电影综合,offline,N/A,http://www.xzbn.site:35455/huya/11336587
电影_周星星,电影综合,offline,N/A,http://124.248.69.76:35455/huya/11336587
电影_成龙,电影综合,offline,N/A,http://cfss.cc/cdn/hy/11342386.flv
电影_成龙,电影综合,offline,N/A,https://www.goodiptv.club/huya/11342386
电影_成龙,电影综合,offline,N/A,http://www.douzhicloud.site:35455/huya/11342386
电影_成龙,电影综合,offline,N/A,http://124.248.69.76:35455/huya/11342386
电影_洪金宝,电影综合,offline,N/A,http://cfss.cc/cdn/hy/11279251.flv
电影_洪金宝,电影综合,offline,N/A,https://www.goodiptv.club/huya/11279251
电影_洪金宝,电影综合,offline,N/A,http://www.douzhicloud.site:35455/huya/11279251
电影_洪金宝,电影综合,offline,N/A,http://124.248.69.76:35455/huya/11279251
电影_星爷,电影综合,offline,N/A,http://cfss.cc/cdn/hy/11342412.flv
电影_星爷,电影综合,offline,N/A,http://111.67.193.2:35455/huya/11342412
电影_星爷,电影综合,offline,N/A,https://www.goodiptv.club/huya/11342412
电影_星爷,电影综合,offline,N/A,http://www.douzhicloud.site:35455/huya/11342412
电影_星爷,电影综合,offline,N/A,http://124.248.69.76:35455/huya/11342412
电影_强森,电影综合,offline,N/A,http://cfss.cc/cdn/hy/21059581.flv
电影_强森,电影综合,offline,N/A,https://www.goodiptv.club/huya/21059581
电影_强森,电影综合,offline,N/A,http://www.douzhicloud.site:35455/huya/21059581
电影_强森,电影综合,offline,N/A,https://live.iill.top/huya/21059581
电影_强森,电影综合,offline,N/A,http://124.248.69.76:35455/huya/21059581
电影_沈腾,电影综合,offline,N/A,http://cfss.cc/cdn/hy/11601968.flv
电影_沈腾,电影综合,offline,N/A,http://111.67.193.2:35455/huya/11601968
电影_沈腾,电影综合,offline,N/A,https://www.goodiptv.club/huya/11601968
电影_沈腾,电影综合,offline,N/A,http://www.douzhicloud.site:35455/huya/11601968
电影_沈腾,电影综合,offline,N/A,http://124.248.69.76:35455/huya/11601968
电影_李连杰,电影综合,offline,N/A,http://cfss.cc/cdn/hy/11342390.flv
电影_李连杰,电影综合,offline,N/A,https://www.goodiptv.club/huya/11342390
电影_李连杰,电影综合,offline,N/A,http://www.douzhicloud.site:35455/huya/11342390
电影_李连杰,电影综合,offline,N/A,http://live.nctv.top/huya.php?id=11342390
电影_李连杰,电影综合,offline,N/A,http://124.248.69.76:35455/huya/11342390
电影_梁家辉,电影综合,offline,N/A,http://cfss.cc/cdn/hy/11342429.flv
电影_梁家辉,电影综合,offline,N/A,https://www.goodiptv.club/huya/11342429
电影_梁家辉,电影综合,offline,N/A,http://www.douzhicloud.site:35455/huya/11342429
电影_梁家辉,电影综合,offline,N/A,https://live.iill.top/huya/11342429
电影_梁家辉,电影综合,offline,N/A,http://124.248.69.76:35455/huya/11342429
电影_刘德华,电影综合,offline,N/A,http://cfss.cc/cdn/hy/11342424.flv
电影_刘德华,电影综合,offline,N/A,https://www.goodiptv.club/huya/11342424
电影_刘德华,电影综合,offline,N/A,http://www.douzhicloud.site:35455/huya/11342424
电影_刘德华,电影综合,offline,N/A,http://124.248.69.76:35455/huya/11342424
功夫片,电影综合,offline,N/A,http://epg.112114.xyz/huya/11352941
iHOT爱院线,电影综合,offline,N/A,http://025365.xyz:18098/itv/6000000006000030630.m3u8?cdn=wasusyt
iHOT爱院线,电影综合,offline,N/A,http://lt.sckb1203.xyz:35455/itv/6000000006000030630.m3u8?cdn=wasusyt
iHOT爱科幻,电影综合,offline,N/A,http://025365.xyz:18098/itv/6000000006000020630.m3u8?cdn=wasusyt
iHOT爱科幻,电影综合,offline,N/A,http://lt.sckb1203.xyz:35455/itv/6000000006000020630.m3u8?cdn=wasusyt
iHOT爱浪漫,电影综合,offline,N/A,http://025365.xyz:18098/itv/6000000006000040630.m3u8?cdn=wasusyt
iHOT爱浪漫,电影综合,offline,N/A,http://lt.sckb1203.xyz:35455/itv/6000000006000040630.m3u8?cdn=wasusyt
